Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740530819739,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,52.62689971923828,19.08332061767578,28.878936767578125,22.024627685546875,79.49143981933594,14.729568481445313,51.021270751953125,16.707496643066406,35.44091033935547,15.141532897949219,43.021270751953125,14.560691833496094,29411.525451660156,191363.51666259766,140661.28350830078,7275.663757324219,16913207296,18253611008,9233047552,0
198,1740530819741,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,100,100,100,100,100,100,100,100,100,100,100,100,29411.535278320313,191363.85028076172,140661.58392333984,7275.663757324219,16913207296,18253611008,9231933440,0
200,1740530819939,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,10.737266540527344,3.7058486938476563,6.221916198730469,5.062713623046875,84.7521743774414,3.7363815307617188,10.220298767089844,33.82408905029297,25.49871063232422,2.915252685546875,9.605735778808594,3.1291961669921875,29411.771240234375,191370.13134765625,140667.5023803711,7275.663757324219,16913207296,18253611008,9309417472,0
6,1740530820140,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,0.5838851928710938,0,0,3.48028564453125,78.57572174072266,0,4.660026550292969,0,9.653533935546875,0,8.309745788574219,0,29412.063110351563,191375.14575195313,140672.07299804688,7275.674865722656,16913207296,18253611008,9230479360,0
