Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740539599333,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,26.46173858642578,0,25.128860473632813,27.547401428222656,68.80845642089844,0,52.78470993041992,0,25.563819885253906,0,19.332046508789063,50.93056869506836,35763.68426513672,246698.52264404297,188706.79638671875,7484.317932128906,16913207296,18253611008,9250340864,0
198,1740539599335,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,100,100,100,100,100,100,100,100,100,100,100,100,35763.69616699219,246698.82098388672,188707.09057617188,7484.317932128906,16913207296,18253611008,9250983936,0
200,1740539599533,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.620964050292969,9.135726928710938,6.810249328613281,4.7387847900390625,70.95994567871094,10.602920532226563,56.48344802856445,4.0887908935546875,7.7459259033203125,3.9722518920898438,11.087234497070313,21.451690673828125,35763.90673828125,246705.05401611328,188712.92321777344,7484.317932128906,16913207296,18253611008,9285890048,0
200,1740539599733,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,1.5744171142578125,0.6844558715820313,2.614166259765625,0,30.88756561279297,1.4993972778320313,71.64403533935547,0,2.024322509765625,0,1.3755035400390625,0,35764.139221191406,246710.3062133789,188717.81677246094,7484.317932128906,16913207296,18253611008,9555841024,0
200,1740539599934,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2.039642333984375,2.0420074462890625,2.2581787109375,2.0564956665039063,95.46112823486328,1.2310867309570313,5.522796630859375,1.4464645385742188,13.066505432128906,1.1730880737304688,2.2755661010742188,1.3454513549804688,35764.39794921875,246715.67059326172,188722.79302978516,7484.317932128906,16913207296,18253611008,9692532736,0
6,1740539600135,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,0,0,0,0,49.115745544433594,0,28.126426696777344,0,7.139930725097656,0.44959259033203125,24.83294677734375,0,35764.6689453125,246720.02850341797,188726.76861572266,7484.317932128906,16913207296,18253611008,9242624000,0
