Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740436993190,2200,1466,2200,2200,2200,1466,2200,1466,1512,1512,2200,2200,2200,1512,2200,2200,2200,2200,2200,2200,1512,2200,1512,1466,1512,1512,1466,1466,1466,2200,2200,2200,0,0,0,99.79206848144531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.10305404663086,0,0,23.96717071533203,0,0,0,100,0,0,88670.81280517578,141511.8687133789,24580.26190185547,34086969344,10737418240,15147872256,0
200,1740436993190,2200,1466,2200,2200,2200,1466,2200,1466,1512,1512,2200,2200,2200,1512,2200,2200,2200,2200,2200,2200,1512,2200,1512,1466,1512,1512,1466,1466,1466,2200,2200,2200,0,0,0,30.15643310546875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2130050659179688,0,0,0,0,0,0,100,0,0,88671.86151123047,141513.4796142578,24580.27880859375,34086969344,10737418240,15147917312,0
200,1740436993391
