Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740537200842,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,10.6011962890625,19.529701232910156,14.817771911621094,22.437904357910156,72.05376434326172,6.8633575439453125,54.646732330322266,6.289390563964844,84.16339874267578,8.256103515625,43.859535217285156,8.684982299804688,34008.359619140625,226581.76165771484,170884.1680908203,7425.9447021484375,16913207296,18253611008,9096175616,0
198,1740537200844,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,100,100,100,100,100,100,100,100,100,100,100,100,34008.36828613281,226581.89819335938,170884.30731201172,7425.9447021484375,16913207296,18253611008,9096011776,0
200,1740537201043,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,18.11479949951172,7.949012756347656,9.760299682617188,6.760566711425781,85.67213439941406,6.596336364746094,54.138397216796875,7.1293182373046875,20.676124572753906,9.2193603515625,10.224197387695313,6.114097595214844,34008.61169433594,226588.33142089844,170890.36389160156,7425.9447021484375,16913207296,18253611008,9163497472,0
200,1740537201243,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,6.913993835449219,0,0,0,93.33000183105469,0,7.0447235107421875,0,8.163002014160156,0,0.2838287353515625,0,34008.874084472656,226593.58532714844,170895.25775146484,7425.9447021484375,16913207296,18253611008,9243361280,0
200,1740537201443,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,28.8699951171875,2.0432357788085938,6.773078918457031,6.387245178222656,96.41558837890625,3.9850234985351563,24.603187561035156,2.2089309692382813,11.322494506835938,3.3719558715820313,8.847457885742188,3.3711166381835938,34009.099182128906,226600.2758178711,170901.5581665039,7425.9447021484375,16913207296,18253611008,9277304832,0
7,1740537201644,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,1.7772293090820313,0,3.1334152221679688,0,2.1441574096679688,0,0.7791748046875,0,0,0,9.73370361328125,0,34009.254455566406,226601.36444091797,170902.46014404297,7425.9447021484375,16913207296,18253611008,9095413760,0
