Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740544391148,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,0,0.23870849609375,16.197547912597656,54.82965087890625,50.068294525146484,0,53.387840270996094,0,52.818519592285156,0,0,8.392372131347656,39223.216552734375,10289.522705078125,210730.81811523438,7593.9912109375,16913207296,18253611008,9181118464,0
198,1740544391150,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,79.96768188476563,71.92756652832031,86.69001007080078,68.68278503417969,94.17158508300781,69.68058776855469,82.30122375488281,67.17198181152344,100,68.09539794921875,80.0350112915039,73.33192443847656,39223.22546386719,10289.695373535156,210730.98974609375,7593.9912109375,16913207296,18253611008,9180844032,0
199,1740544391349,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,1.7275238037109375,6.0366058349609375,9.879859924316406,0.4033050537109375,45.501319885253906,1.2418975830078125,23.85491180419922,0,55.89689254760742,0,16.46691131591797,0.01555633544921875,39223.429138183594,10295.884155273438,210736.8286743164,7593.9912109375,16913207296,18253611008,9202507776,0
200,1740544391549,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,3.1753463745117188,1.4614486694335938,2.3428192138671875,2.3106002807617188,99.94477844238281,1.1906280517578125,3.742706298828125,1.0651473999023438,3.9243545532226563,1.3728256225585938,1.4889602661132813,2.0079727172851563,39223.6787109375,10300.823303222656,210741.35186767578,7593.9912109375,16913207296,18253611008,9292771328,0
200,1740544391749,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.3935394287109375,0.2662353515625,1.4440460205078125,0.5267257690429688,100,0.23719024658203125,20.74749755859375,0.48186492919921875,18.50090789794922,0.08892822265625,1.5604248046875,0.28943634033203125,39223.86291503906,10306.860534667969,210747.04705810547,7593.9912109375,16913207296,18253611008,9301524480,0
200,1740544391949,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,0.8935317993164063,0,0,0,100,0,1.0596694946289063,0,0.09644317626953125,0,0.1295013427734375,0,39224.00158691406,10311.984680175781,210751.8477783203,7593.9912109375,16913207296,18253611008,9301282816,0
199,1740544392150,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,1.4161605834960938,0.295074462890625,0.342254638671875,0.5663833618164063,100,0.1058502197265625,2.5922622680664063,0.2033538818359375,2.2378692626953125,0.1867828369140625,1.3852005004882813,0.23021697998046875,39224.14178466797,10317.382507324219,210756.92358398438,7593.9912109375,16913207296,18253611008,9301282816,0
199,1740544392350,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,1.577362060546875,2.8540802001953125,9.721511840820313,0.0919647216796875,100,0.70843505859375,2.6933441162109375,0.11200714111328125,2.656707763671875,0.6200180053710938,1.8638992309570313,0.13449859619140625,39224.289794921875,10322.916076660156,210762.0897216797,7594.016174316406,16913207296,18253611008,9301278720,0
200,1740544392550,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,3.1694259643554688,0.02423858642578125,0.4065704345703125,0.25801849365234375,100,0.41756439208984375,1.0609054565429688,0.0116424560546875,2.8297882080078125,0.30194854736328125,0.85302734375,0.37528228759765625,39224.43029785156,10328.430236816406,210767.2797241211,7594.016174316406,16913207296,18253611008,9300934656,0
2,1740544392750,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,9.344703674316406,0.43096923828125,1.424591064453125,0.43146514892578125,64.65437316894531,0.7439346313476563,2.3648757934570313,0.47097015380859375,5.570167541503906,0.1173553466796875,9.321586608886719,0.1437225341796875,39224.59265136719,10332.452087402344,210770.9730834961,7594.016174316406,16913207296,18253611008,9185542144,0
