Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740534070962,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,0,0,17.44477081298828,0,73.39706420898438,0,55.97148132324219,0,47.62668991088867,0,21.30127716064453,12.613105773925781,31754.475708007813,209228.28814697266,155985.06774902344,7354.834045410156,16913207296,18253611008,9127768064,0
198,1740534070964,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,80.501953125,66.98158264160156,79.5770034790039,73.70280456542969,88.42726135253906,72.0509262084961,100,65.76663208007813,89.30430603027344,72.94010162353516,89.31388854980469,70.39073944091797,31754.484802246094,209228.46484375,155985.24310302734,7354.834045410156,16913207296,18253611008,9128054784,0
200,1740534071163,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2.2867431640625,1.854339599609375,2.4015121459960938,10.895156860351563,86.84355926513672,0,41.804481506347656,0,28.058319091796875,0,3.217864990234375,2.3147430419921875,31754.737426757813,209234.79614257813,155991.1957397461,7354.834045410156,16913207296,18253611008,9210277888,0
6,1740534071363,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,9.8570556640625,5.1417236328125,0,0,79.35790252685547,0,4.029052734375,0,4.834129333496094,0,2.0630874633789063,0,31755.01202392578,209239.58978271484,155995.5531616211,7354.834045410156,16913207296,18253611008,9137098752,0
