Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740544258825,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,100,100,100,100,100,100,100,100,100,100,100,100,39127.270568847656,9617.071228027344,210159.87866210938,7591.188415527344,16913207296,18253611008,9182859264,0
198,1740544258828,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,77.51174926757813,69.39664459228516,84.38880920410156,74.88345336914063,86.34244537353516,69.9740982055664,97.27706146240234,66.6180648803711,86.486328125,70.29320526123047,81.94084930419922,66.32453918457031,39127.279724121094,9617.243591308594,210160.05737304688,7591.188415527344,16913207296,18253611008,9182945280,0
200,1740544259026,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,6.489433288574219,2.2822952270507813,4.7635345458984375,2.1276321411132813,84.9671630859375,2.2506256103515625,55.766605377197266,1.62445068359375,15.549835205078125,2.0995025634765625,5.0214385986328125,5.452995300292969,39127.51611328125,9623.341430664063,210165.78576660156,7591.188415527344,16913207296,18253611008,9255792640,0
6,1740544259227,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,23.216102600097656,2.4437026977539063,0,7.07147216796875,47.2488899230957,0,63.25806427001953,0,0.866607666015625,0,3.3146514892578125,0,39127.83673095703,9629.294677734375,210171.30657958984,7591.188415527344,16913207296,18253611008,9186480128,0
