Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740527660747,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,100,100,100,100,100,100,100,100,100,100,100,100,27138.252502441406,173177.5151977539,124975.64031982422,7201.357116699219,16913207296,18253611008,9164832768,0
198,1740527660749,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,78.2730712890625,66.06565856933594,88.65701293945313,66.100830078125,89.04894256591797,70.04187774658203,73.73612976074219,67.23186492919922,80.74869537353516,65.66094970703125,99.78005981445313,65.97679138183594,27138.261108398438,173177.64331054688,124975.77655029297,7201.357116699219,16913207296,18253611008,9168121856,0
200,1740527660947,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.568794250488281,7.79376220703125,4.632232666015625,4.626991271972656,52.317012786865234,3.765045166015625,29.909385681152344,3.5981674194335938,19.323448181152344,2.8037948608398438,60.20344161987305,2.0933074951171875,27138.469665527344,173184.02770996094,124981.78137207031,7201.357116699219,16913207296,18253611008,9214644224,0
200,1740527661148,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2.1776580810546875,3.4141159057617188,0.8283157348632813,0.18350982666015625,27.251800537109375,3.066009521484375,3.58953857421875,0.6439590454101563,0.758941650390625,0.0792999267578125,69.43484497070313,0.34575653076171875,27138.680297851563,173188.41149902344,124985.79217529297,7201.357116699219,16913207296,18253611008,9410871296,0
200,1740527661348,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,4.290191650390625,1.3910446166992188,3.2614364624023438,1.580291748046875,46.06974792480469,55.36632537841797,7.33636474609375,1.502685546875,3.1889572143554688,2.0568771362304688,2.9827651977539063,1.88787841796875,27138.890075683594,173194.2442626953,124991.28955078125,7201.357116699219,16913207296,18253611008,9623613440,0
200,1740527661549,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,4.297752380371094,0,0,0,7.323554992675781,87.06792449951172,10.867546081542969,0,8.610496520996094,0,1.0728225708007813,0,27139.045837402344,173200.18353271484,124996.86700439453,7201.357116699219,16913207296,18253611008,9626714112,0
200,1740527661749,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,0.3851318359375,0.07289886474609375,0.6876449584960938,0.37017822265625,100,0.08615875244140625,2.9048538208007813,0.2271728515625,1.6320266723632813,0.07289886474609375,1.3803253173828125,0.5980453491210938,27139.1806640625,173205.7628173828,125002.14129638672,7201.357116699219,16913207296,18253611008,9626624000,0
200,1740527661950,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,1.7772750854492188,0.887542724609375,3.4962234497070313,0.3370513916015625,100,0.105255126953125,2.3413848876953125,0.1483306884765625,1.9253616333007813,0.597015380859375,1.4175949096679688,0.34616851806640625,27139.325561523438,173211.80169677734,125007.80755615234,7201.38232421875,16913207296,18253611008,9610895360,0
200,1740527662150,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2.2362594604492188,0.8185958862304688,0.22307586669921875,0.5040283203125,100,0.01256561279296875,3.0473251342773438,0.1548614501953125,3.5844650268554688,0.5020904541015625,1.6001968383789063,0.5760269165039063,27139.46221923828,173217.87567138672,125013.57446289063,7201.38232421875,16913207296,18253611008,9609031680,0
200,1740527662351,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,1.908599853515625,0.436492919921875,0.956695556640625,0.1964874267578125,100,0.09821319580078125,2.1617202758789063,0.37322235107421875,1.751800537109375,0.5608367919921875,0.5439300537109375,0.33124542236328125,27139.59893798828,173223.73358154297,125019.07354736328,7201.38232421875,16913207296,18253611008,9605595136,0
199,1740527662551,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,4.276695251464844,1.7917098999023438,9.841300964355469,0.9839706420898438,100,0.25292205810546875,12.255729675292969,0.48017120361328125,12.369354248046875,0.5584640502929688,4.562644958496094,2.0168533325195313,27139.75811767578,173230.45513916016,125025.46002197266,7201.38232421875,16913207296,18253611008,9620836352,0
200,1740527662751,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,0.40991973876953125,0.16403961181640625,2.0911865234375,0.26052093505859375,100,0.21300506591796875,1.8099746704101563,0.2169036865234375,2.4177169799804688,0.147003173828125,0.8417282104492188,1.2638473510742188,27139.89501953125,173235.82879638672,125030.5103149414,7201.38232421875,16913207296,18253611008,9599143936,0
200,1740527662952,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,0.5001373291015625,0.1906585693359375,1.1506423950195313,0.9033432006835938,100,0.09867095947265625,1.550811767578125,0.1481781005859375,2.7988739013671875,0.106048583984375,0.9712982177734375,0.303741455078125,27140.035583496094,173241.76531982422,125036.09735107422,7201.38232421875,16913207296,18253611008,9600069632,0
200,1740527663152,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,3.5144119262695313,1.9826583862304688,2.2733993530273438,1.203521728515625,100,1.06414794921875,3.4677276611328125,1.07244873046875,11.245513916015625,1.7575759887695313,2.34503173828125,1.6441497802734375,27140.180053710938,173247.87866210938,125041.87408447266,7201.406311035156,16913207296,18253611008,9612304384,0
