Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740543038485,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,100,100,100,100,100,100,100,100,100,100,100,100,38248.65625,3118.859130859375,204603.73388671875,7564.752258300781,16913207296,18253611008,9231933440,0
198,1740543038487,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,62.22172546386719,39.36175537109375,63.678836822509766,41.74814987182617,88.63479614257813,39.12752151489258,40.32167434692383,78.60224914550781,68.8128662109375,42.22300338745117,84.80469512939453,41.84962844848633,38248.67333984375,3119.3163452148438,204604.16986083984,7564.752258300781,16913207296,18253611008,9231290368,0
200,1740543038685,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,6.206474304199219,8.090377807617188,5.3200225830078125,4.417167663574219,67.43457794189453,4.2066650390625,26.4884033203125,36.531089782714844,24.0614013671875,2.2504501342773438,9.446556091308594,2.3431167602539063,38248.87628173828,3125.6640625,204610.1332397461,7564.752258300781,16913207296,18253611008,9280946176,0
200,1740543038886,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,7.9039154052734375,0.06396484375,2.2865447998046875,0.64837646484375,31.265724182128906,2.456451416015625,2.9562606811523438,0.145782470703125,73.08016967773438,0.12957763671875,0.8397216796875,0.141937255859375,38249.09375,3130.3676147460938,204614.4926147461,7564.752258300781,16913207296,18253611008,9464078336,0
200,1740543039087,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2.9569854736328125,1.0394668579101563,2.3219833374023438,2.3234634399414063,95.32477569580078,1.1495513916015625,10.857048034667969,1.3087997436523438,2.8487701416015625,1.1628189086914063,5.2957763671875,1.1303787231445313,38249.373779296875,3135.7999877929688,204619.51495361328,7564.752258300781,16913207296,18253611008,9684160512,0
2,1740543039287,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,1.9347381591796875,2.4449844360351563,2.4649658203125,0,63.698997497558594,16.157997131347656,8.130035400390625,0.364349365234375,2.0763320922851563,0.0911407470703125,10.143463134765625,0,38249.59655761719,3139.7289428710938,204623.08685302734,7564.752258300781,16913207296,18253611008,9234288640,0
