Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740529313124,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,37.83053207397461,20.50109100341797,73.251220703125,17.299057006835938,58.132381439208984,26.520103454589844,93.53804016113281,9.680305480957031,53.65426254272461,36.57268142700195,40.2186279296875,18.94293212890625,28327.719848632813,182876.93267822266,133358.09350585938,7240.963439941406,16913207296,18253611008,9168928768,0
199,1740529313124,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,100,100,100,100,100,100,100,100,100,100,100,100,28327.72900390625,182877.18658447266,133358.30474853516,7240.963439941406,16913207296,18253611008,9168957440,0
200,1740529313324,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,13.442314147949219,7.752967834472656,41.16661071777344,3.7445755004882813,61.90752410888672,7.5856781005859375,29.849822998046875,30.670127868652344,25.508583068847656,5.54180908203125,22.626007080078125,4.008979797363281,28327.95782470703,182884.10858154297,133364.8706665039,7240.963439941406,16913207296,18253611008,9192673280,0
200,1740529313525,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,0.9027328491210938,0.04022979736328125,0.12682342529296875,0.04297637939453125,100,0.0013427734375,1.2321090698242188,0.02512359619140625,1.2666549682617188,0.0625152587890625,2.6458206176757813,0.061065673828125,28328.204162597656,182889.0020751953,133369.37634277344,7240.963439941406,16913207296,18253611008,9360642048,0
200,1740529313726,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,4.641197204589844,1.829071044921875,19.371124267578125,1.98883056640625,18.05895233154297,21.046432495117188,5.314422607421875,1.8414154052734375,5.236480712890625,1.5565032958984375,86.01115417480469,1.6948318481445313,28328.389282226563,182895.15704345703,133375.16290283203,7240.963439941406,16913207296,18253611008,9298411520,0
200,1740529313926,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,1.7979354858398438,0,0,0,1.0050430297851563,0,0,0,0,0,100,0,28328.522521972656,182900.35314941406,133380.04248046875,7240.989440917969,16913207296,18253611008,9298403328,0
200,1740529314127,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,3.1816787719726563,0,0.9766921997070313,0.484130859375,1.5870742797851563,2.1094131469726563,1.6640853881835938,0,1.4801788330078125,0,100,0,28328.661010742188,182905.68920898438,133385.02099609375,7240.989440917969,16913207296,18253611008,9297973248,0
200,1740529314327,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,1.9185104370117188,1.4364013671875,9.323326110839844,0.8173904418945313,5.858184814453125,1.733489990234375,2.2428207397460938,0.5770797729492188,1.4784774780273438,0.775909423828125,100,0.51611328125,28328.801147460938,182911.17126464844,133390.19750976563,7240.989440917969,16913207296,18253611008,9297195008,0
200,1740529314528,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,0.6982192993164063,0.205718994140625,0.4288330078125,0.42803955078125,2.8739013671875,1.0410995483398438,1.1312942504882813,0.3777313232421875,1.1137466430664063,0.15232086181640625,100,0.04352569580078125,28328.936157226563,182916.41284179688,133395.08782958984,7240.989440917969,16913207296,18253611008,9292713984,0
200,1740529314728,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,0.6746444702148438,0,0.48089599609375,0.09545135498046875,0.6417770385742188,1.437591552734375,2.3794097900390625,0.05504608154296875,0.7440719604492188,0,100,0,28329.071166992188,182921.63262939453,133399.95831298828,7240.989440917969,16913207296,18253611008,9295396864,0
